month,tweet_count,mean_sentiment_score,mean_favorites,mean_retweets
2018-03,159,0.10160086177942583,78397.10062893081,17368.471698113208
2018-04,215,0.015959302458890476,81866.43720930233,18133.711627906978
2018-05,235,0.0629189145701759,80273.64255319149,17866.88510638298
2018-06,318,0.01034541580527318,77463.66981132075,17230.411949685535
2018-07,266,0.07812958689935197,80797.3007518797,18283.507518796992
2018-08,337,0.042809578010436555,75740.07121661722,17549.6706231454
2018-09,276,0.13714734532581846,70792.71739130435,16445.753623188404
2018-10,323,0.31805153388959634,71369.13003095976,17027.185758513933
2018-11,258,0.19858070990736704,80388.79069767441,18752.220930232557
2018-12,271,0.021574055598155215,92638.89667896679,20065.28782287823
2019-01,285,-0.03680643273574676,111514.30175438596,24293.824561403508
2019-02,188,0.09400516425933134,108904.53723404255,23194.42021276596
2019-03,276,-0.06824493157235312,93107.66666666667,20617.66304347826
2019-04,311,-0.013333346884116722,89930.86495176848,20292.327974276526
2019-05,380,0.04426284063221446,79705.16842105263,17828.876315789475
2019-06,334,0.07215377086359438,83718.85928143712,17959.565868263475
2019-07,472,0.017792574259486067,89111.94491525424,19115.627118644068
2019-08,417,0.06810177010578959,75863.94244604316,16638.525179856115
2019-09,477,-0.011526578544801104,66951.70859538784,15517.375262054507
2019-10,597,-0.10608412985751559,72182.58458961474,17787.378559463985
2019-11,413,-0.021668272007529604,70502.65859564165,17034.53995157385
2019-12,440,0.007598588277257725,79986.69318181818,18783.175
2020-01,379,0.04807303428353796,109287.81530343008,23164.160949868074
2020-02,377,0.11706059667082944,91114.58090185677,20337.63129973475
2020-03,426,0.24833496385379672,102553.91079812206,22172.281690140844
2020-04,363,0.17532026233567186,122215.95592286502,25917.225895316806
2020-05,549,0.12524791246255476,109268.4918032787,25813.32058287796
2020-06,319,0.20990207175568015,127228.91222570532,27693.724137931036
